"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:01:23","00:00:05:02","00:00:03:03","00:00:01:23","00:00:05:02","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"2","","","","C","","00:00:05:06","00:00:05:18","00:00:00:12","00:00:05:06","00:00:05:18","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"3","","","","C","","00:00:05:18","00:00:06:12","00:00:00:18","00:00:05:18","00:00:06:12","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"4","","","","C","","00:00:06:14","00:00:07:05","00:00:00:15","00:00:06:14","00:00:07:05","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"5","","","","C","","00:00:07:10","00:00:08:16","00:00:01:06","00:00:07:10","00:00:08:16","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"6","","","","C","","00:00:09:21","00:00:11:03","00:00:01:06","00:00:09:21","00:00:11:03","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"7","","","","C","","00:00:11:09","00:00:11:14","00:00:00:05","00:00:11:09","00:00:11:14","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"8","","","","C","","00:00:11:20","00:00:12:22","00:00:01:02","00:00:11:20","00:00:12:22","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"9","","","","C","","00:00:13:03","00:00:13:11","00:00:00:08","00:00:13:03","00:00:13:11","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"10","","","","C","","00:00:13:16","00:00:14:12","00:00:00:20","00:00:13:16","00:00:14:12","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"11","","","","C","","00:00:16:00","00:00:20:12","00:00:04:12","00:00:16:00","00:00:20:12","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"12","","","","C","","00:00:22:11","00:00:24:17","00:00:02:06","00:00:22:11","00:00:24:17","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"13","","","","C","","00:00:24:22","00:00:25:21","00:00:00:23","00:00:24:22","00:00:25:21","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"14","","","","C","","00:00:25:23","00:00:30:06","00:00:04:07","00:00:25:23","00:00:30:06","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"15","","","","C","","00:00:30:09","00:00:30:21","00:00:00:12","00:00:30:09","00:00:30:21","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"16","","","","C","","00:00:30:23","00:00:31:17","00:00:00:18","00:00:30:23","00:00:31:17","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"17","","","","C","","00:00:31:19","00:00:33:20","00:00:02:01","00:00:31:19","00:00:33:20","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"18","","","","C","","00:00:38:06","00:00:39:05","00:00:00:23","00:00:38:06","00:00:39:05","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"19","","","","C","","00:00:39:10","00:00:41:01","00:00:01:15","00:00:39:10","00:00:41:01","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"20","","","","C","","00:00:41:04","00:00:41:07","00:00:00:03","00:00:41:04","00:00:41:07","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"21","","","","C","","00:00:41:13","00:00:42:21","00:00:01:08","00:00:41:13","00:00:42:21","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"22","","","","C","","00:00:43:01","00:00:43:15","00:00:00:14","00:00:43:01","00:00:43:15","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"23","","","","C","","00:00:43:15","00:00:46:04","00:00:02:13","00:00:43:15","00:00:46:04","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"24","","","","C","","00:00:46:10","00:00:48:12","00:00:02:02","00:00:46:10","00:00:48:12","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"25","","","","C","","00:00:48:18","00:00:53:05","00:00:04:11","00:00:48:18","00:00:53:05","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"26","","","","C","","00:00:53:07","00:00:53:12","00:00:00:05","00:00:53:07","00:00:53:12","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"27","","","","C","","00:00:53:20","00:00:54:13","00:00:00:17","00:00:53:20","00:00:54:13","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"28","","","","C","","00:00:54:16","00:00:55:13","00:00:00:21","00:00:54:16","00:00:55:13","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"29","","","","C","","00:00:55:15","00:00:56:23","00:00:01:08","00:00:55:15","00:00:56:23","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
