"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:00:03","00:00:00:12","00:00:00:09","00:00:00:03","00:00:00:12","","","","","","","0.000","","Blue","Ερμής","",""
"2","","","","C","","00:00:00:16","00:00:02:21","00:00:02:05","00:00:00:16","00:00:02:21","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"3","","","","C","","00:00:05:12","00:00:06:00","00:00:00:12","00:00:05:12","00:00:06:00","","","","","","","0.000","","Blue","Ερμής","",""
"4","","","","C","","00:00:06:08","00:00:07:01","00:00:00:17","00:00:06:08","00:00:07:01","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"5","","","","C","","00:00:07:04","00:00:07:08","00:00:00:04","00:00:07:04","00:00:07:08","","","","","","","0.000","","Blue","Ερμής","",""
"6","","","","C","","00:00:07:15","00:00:07:20","00:00:00:05","00:00:07:15","00:00:07:20","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"7","","","","C","","00:00:07:23","00:00:08:04","00:00:00:05","00:00:07:23","00:00:08:04","","","","","","","0.000","","Blue","Ερμής","",""
"8","","","","C","","00:00:08:16","00:00:09:02","00:00:00:10","00:00:08:16","00:00:09:02","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"9","","","","C","","00:00:09:15","00:00:11:07","00:00:01:16","00:00:09:15","00:00:11:07","","","","","","","0.000","","Blue","Ερμής","",""
"10","","","","C","","00:00:11:08","00:00:28:12","00:00:17:04","00:00:11:08","00:00:28:12","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"11","","","","C","","00:00:29:05","00:00:37:03","00:00:07:22","00:00:29:05","00:00:37:03","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"12","","","","C","","00:00:38:07","00:00:39:08","00:00:01:01","00:00:38:07","00:00:39:08","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"13","","","","C","","00:00:39:16","00:00:56:00","00:00:16:08","00:00:39:16","00:00:56:00","","","","","","","0.000","","Blue","Marker 13","",""
"14","","","","C","","00:00:56:13","00:01:00:03","00:00:03:14","00:00:56:13","00:01:00:03","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"15","","","","C","","00:01:00:06","00:01:00:13","00:00:00:07","00:01:00:06","00:01:00:13","","","","","","","0.000","","Blue","Ερμής","",""
"16","","","","C","","00:01:00:19","00:01:02:16","00:00:01:21","00:01:00:19","00:01:02:16","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"17","","","","C","","00:01:02:23","00:01:03:00","00:00:00:01","00:01:02:23","00:01:03:00","","","","","","","0.000","","Blue","Ερμής","",""
"18","","","","C","","00:01:03:05","00:01:04:01","00:00:00:20","00:01:03:05","00:01:04:01","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"19","","","","C","","00:01:04:12","00:01:04:18","00:00:00:06","00:01:04:12","00:01:04:18","","","","","","","0.000","","Blue","Ερμής","",""
"20","","","","C","","00:01:05:03","00:01:05:04","00:00:00:01","00:01:05:03","00:01:05:04","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"21","","","","C","","00:01:05:06","00:01:05:07","00:00:00:01","00:01:05:06","00:01:05:07","","","","","","","0.000","","Blue","Ερμής","",""
"22","","","","C","","00:01:05:23","00:01:06:21","00:00:00:22","00:01:05:23","00:01:06:21","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"23","","","","C","","00:01:07:08","00:01:07:19","00:00:00:11","00:01:07:08","00:01:07:19","","","","","","","0.000","","Blue","Ερμής","",""
"24","","","","C","","00:01:09:09","00:01:13:18","00:00:04:09","00:01:09:09","00:01:13:18","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"25","","","","C","","00:01:14:10","00:01:14:20","00:00:00:10","00:01:14:10","00:01:14:20","","","","","","","0.000","","Blue","Ερμής","",""
"26","","","","C","","00:01:15:01","00:01:21:21","00:00:06:20","00:01:15:01","00:01:21:21","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"27","","","","C","","00:01:23:05","00:01:26:06","00:00:03:01","00:01:23:05","00:01:26:06","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"28","","","","C","","00:01:26:09","00:01:26:19","00:00:00:10","00:01:26:09","00:01:26:19","","","","","","","0.000","","Blue","Ερμής","",""
"29","","","","C","","00:01:26:22","00:01:28:21","00:00:01:23","00:01:26:22","00:01:28:21","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
