"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"24","","","","C","","00:00:20:09","00:00:21:01","00:00:00:16","00:00:20:09","00:00:21:01","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"25","","","","C","","00:00:21:08","00:00:22:00","00:00:00:16","00:00:21:08","00:00:22:00","","","","","","","0.000","","Blue","Ερμής αριστερό χέρι","",""
"26","","","","C","","00:00:22:06","00:00:22:14","00:00:00:08","00:00:22:06","00:00:22:14","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
"27","","","","C","","00:00:22:17","00:00:24:04","00:00:01:11","00:00:22:17","00:00:24:04","","","","","","","0.000","","Blue","Ερμής αριστερό χέρι","",""
"28","","","","C","","00:00:24:08","00:00:25:00","00:00:00:16","00:00:24:08","00:00:25:00","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
"29","","","","C","","00:00:25:05","00:00:26:10","00:00:01:05","00:00:25:05","00:00:26:10","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"30","","","","C","","00:00:26:16","00:00:27:10","00:00:00:18","00:00:26:16","00:00:27:10","","","","","","","0.000","","Blue","Πανωφόρι","",""
"31","","","","C","","00:00:29:06","00:00:31:04","00:00:01:22","00:00:29:06","00:00:31:04","","","","","","","0.000","","Blue","Πανωφόρι","",""
"32","","","","C","","00:00:32:15","00:00:33:10","00:00:00:19","00:00:32:15","00:00:33:10","","","","","","","0.000","","Blue","Πανωφόρι","",""
"33","","","","C","","00:00:33:18","00:00:34:10","00:00:00:16","00:00:33:18","00:00:34:10","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"34","","","","C","","00:00:34:12","00:00:37:06","00:00:02:18","00:00:34:12","00:00:37:06","","","","","","","0.000","","Blue","Πανωφόρι","",""
"35","","","","C","","00:00:37:14","00:00:39:09","00:00:01:19","00:00:37:14","00:00:39:09","","","","","","","0.000","","Blue","Πανωφόρι","",""
"36","","","","C","","00:00:40:01","00:00:41:05","00:00:01:04","00:00:40:01","00:00:41:05","","","","","","","0.000","","Blue","Πανωφόρι","",""
"37","","","","C","","00:00:41:12","00:00:41:17","00:00:00:05","00:00:41:12","00:00:41:17","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"38","","","","C","","00:00:42:07","00:00:42:16","00:00:00:09","00:00:42:07","00:00:42:16","","","","","","","0.000","","Blue","Πανωφόρι","",""
"39","","","","C","","00:00:42:18","00:00:43:16","00:00:00:22","00:00:42:18","00:00:43:16","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"40","","","","C","","00:00:43:17","00:00:44:05","00:00:00:12","00:00:43:17","00:00:44:05","","","","","","","0.000","","Blue","Πανωφόρι","",""
"41","","","","C","","00:00:44:07","00:00:45:04","00:00:00:21","00:00:44:07","00:00:45:04","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"42","","","","C","","00:00:45:15","00:00:46:11","00:00:00:20","00:00:45:15","00:00:46:11","","","","","","","0.000","","Blue","Πανωφόρι","",""
"43","","","","C","","00:00:46:17","00:00:46:21","00:00:00:04","00:00:46:17","00:00:46:21","","","","","","","0.000","","Blue","Ερμής αριστερό χέρι","",""
"44","","","","C","","00:00:46:23","00:00:47:15","00:00:00:16","00:00:46:23","00:00:47:15","","","","","","","0.000","","Blue","Πανωφόρι","",""
"45","","","","C","","00:00:48:06","00:00:48:20","00:00:00:14","00:00:48:06","00:00:48:20","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"46","","","","C","","00:00:50:01","00:00:50:18","00:00:00:17","00:00:50:01","00:00:50:18","","","","","","","0.000","","Blue","Πανωφόρι","",""
"47","","","","C","","00:00:52:10","00:00:52:21","00:00:00:11","00:00:52:10","00:00:52:21","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"48","","","","C","","00:00:53:10","00:00:55:10","00:00:02:00","00:00:53:10","00:00:55:10","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"49","","","","C","","00:00:55:22","00:00:56:19","00:00:00:21","00:00:55:22","00:00:56:19","","","","","","","0.000","","Blue","Πανωφόρι","",""
"50","","","","C","","00:01:00:13","00:01:03:22","00:00:03:09","00:01:00:13","00:01:03:22","","","","","","","0.000","","Blue","Πανωφόρι","",""
