"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:00:06","00:00:00:10","00:00:00:04","00:00:00:06","00:00:00:10","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"2","","","","C","","00:00:01:00","00:00:01:13","00:00:00:13","00:00:01:00","00:00:01:13","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"3","","","","C","","00:00:02:10","00:00:03:05","00:00:00:19","00:00:02:10","00:00:03:05","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"4","","","","C","","00:00:04:04","00:00:04:08","00:00:00:04","00:00:04:04","00:00:04:08","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"5","","","","C","","00:00:04:17","00:00:08:03","00:00:03:10","00:00:04:17","00:00:08:03","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"6","","","","C","","00:00:10:12","00:00:12:01","00:00:01:13","00:00:10:12","00:00:12:01","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"7","","","","C","","00:00:13:10","00:00:14:01","00:00:00:15","00:00:13:10","00:00:14:01","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"8","","","","C","","00:00:25:05","00:00:25:23","00:00:00:18","00:00:25:05","00:00:25:23","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"9","","","","C","","00:00:26:12","00:00:26:21","00:00:00:09","00:00:26:12","00:00:26:21","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"10","","","","C","","00:00:27:08","00:00:28:13","00:00:01:05","00:00:27:08","00:00:28:13","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"11","","","","C","","00:00:29:15","00:00:36:05","00:00:06:14","00:00:29:15","00:00:36:05","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"12","","","","C","","00:00:44:22","00:00:45:21","00:00:00:23","00:00:44:22","00:00:45:21","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"13","","","","C","","00:00:46:04","00:00:46:14","00:00:00:10","00:00:46:04","00:00:46:14","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"14","","","","C","","00:00:48:23","00:00:49:06","00:00:00:07","00:00:48:23","00:00:49:06","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"15","","","","C","","00:00:58:12","00:00:59:21","00:00:01:09","00:00:58:12","00:00:59:21","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"16","","","","C","","00:01:04:12","00:01:05:08","00:00:00:20","00:01:04:12","00:01:05:08","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
