"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:01:00","00:00:01:21","00:00:00:21","00:00:01:00","00:00:01:21","","","","","","","0.000","","Blue","Πάνω δεξιά γωνία","",""
"2","","","","C","","00:00:01:23","00:00:02:18","00:00:00:25","00:00:01:23","00:00:02:18","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"3","","","","C","","00:00:03:04","00:00:03:22","00:00:00:18","00:00:03:04","00:00:03:22","","","","","","","0.000","","Blue","Marker 3","",""
"4","","","","C","","00:00:04:29","00:00:16:01","00:00:11:02","00:00:04:29","00:00:16:01","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"5","","","","C","","00:00:16:13","00:00:17:23","00:00:01:10","00:00:16:13","00:00:17:23","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"6","","","","C","","00:00:17:28","00:00:18:12","00:00:00:14","00:00:17:28","00:00:18:12","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"7","","","","C","","00:00:18:19","00:00:20:29","00:00:02:10","00:00:18:19","00:00:20:29","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"8","","","","C","","00:00:21:09","00:00:21:17","00:00:00:08","00:00:21:09","00:00:21:17","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"9","","","","C","","00:00:22:21","00:00:25:21","00:00:03:00","00:00:22:21","00:00:25:21","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"10","","","","C","","00:00:26:10","00:00:26:16","00:00:00:06","00:00:26:10","00:00:26:16","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"11","","","","C","","00:00:26:20","00:00:26:29","00:00:00:09","00:00:26:20","00:00:26:29","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"12","","","","C","","00:00:27:08","00:00:28:22","00:00:01:14","00:00:27:08","00:00:28:22","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"13","","","","C","","00:00:28:29","00:00:29:27","00:00:00:28","00:00:28:29","00:00:29:27","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"14","","","","C","","00:00:30:02","00:00:31:24","00:00:01:22","00:00:30:02","00:00:31:24","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"15","","","","C","","00:00:32:01","00:00:32:07","00:00:00:06","00:00:32:01","00:00:32:07","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"16","","","","C","","00:00:33:12","00:00:33:15","00:00:00:03","00:00:33:12","00:00:33:15","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"17","","","","C","","00:00:33:29","00:00:35:18","00:00:01:19","00:00:33:29","00:00:35:18","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"18","","","","C","","00:00:36:23","00:00:37:09","00:00:00:16","00:00:36:23","00:00:37:09","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"19","","","","C","","00:00:39:00","00:00:39:14","00:00:00:14","00:00:39:00","00:00:39:14","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"20","","","","C","","00:00:41:00","00:00:41:20","00:00:00:20","00:00:41:00","00:00:41:20","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"21","","","","C","","00:00:42:11","00:00:44:28","00:00:02:17","00:00:42:11","00:00:44:28","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"22","","","","C","","00:00:45:17","00:00:51:02","00:00:05:15","00:00:45:17","00:00:51:02","","","","","","","0.000","","Blue","Marker 22","",""
"23","","","","C","","00:00:51:12","00:00:52:20","00:00:01:08","00:00:51:12","00:00:52:20","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"24","","","","C","","00:01:06:08","00:01:08:01","00:00:01:23","00:01:06:08","00:01:08:01","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
