"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"27","","","","C","","00:00:51:19","00:00:53:05","00:00:01:10","00:00:51:19","00:00:53:05","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"28","","","","C","","00:00:54:11","00:00:55:12","00:00:01:01","00:00:54:11","00:00:55:12","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"29","","","","C","","00:00:55:15","00:00:55:20","00:00:00:05","00:00:55:15","00:00:55:20","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"30","","","","C","","00:00:55:22","00:00:57:14","00:00:01:16","00:00:55:22","00:00:57:14","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"31","","","","C","","00:00:57:17","00:00:58:07","00:00:00:14","00:00:57:17","00:00:58:07","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"32","","","","C","","00:00:58:08","00:00:58:17","00:00:00:09","00:00:58:08","00:00:58:17","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"33","","","","C","","00:00:58:19","00:00:59:10","00:00:00:15","00:00:58:19","00:00:59:10","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"34","","","","C","","00:00:59:11","00:01:00:12","00:00:01:01","00:00:59:11","00:01:00:12","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
"35","","","","C","","00:01:00:18","00:01:02:00","00:00:01:06","00:01:00:18","00:01:02:00","","","","","","","0.000","","Blue","Γυναίκα αριστερά","",""
"36","","","","C","","00:01:02:02","00:01:02:10","00:00:00:08","00:01:02:02","00:01:02:10","","","","","","","0.000","","Blue","Ενδιάμεσος άνδρας","",""
"37","","","","C","","00:01:02:13","00:01:03:15","00:00:01:02","00:01:02:13","00:01:03:15","","","","","","","0.000","","Blue","Γυναίκα όρθια","",""
