"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:00:02","00:00:00:10","00:00:00:08","00:00:00:02","00:00:00:10","","","","","","","0.000","","Blue","Πανωφόρι","",""
"2","","","","C","","00:00:00:12","00:00:02:02","00:00:01:08","00:00:00:12","00:00:02:02","","","","","","","0.000","","Blue","Σώμα Ερμή","",""
"3","","","","C","","00:00:02:04","00:00:02:13","00:00:00:09","00:00:02:04","00:00:02:13","","","","","","","0.000","","Blue","Ερμής αριστερό χέρι","",""
"4","","","","C","","00:00:02:14","00:00:03:04","00:00:00:08","00:00:02:14","00:00:03:04","","","","","","","0.000","","Blue","Σώμα Ερμή","",""
"5","","","","C","","00:00:03:05","00:00:03:10","00:00:00:05","00:00:03:05","00:00:03:10","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
"6","","","","C","","00:00:03:12","00:00:05:04","00:00:01:10","00:00:03:12","00:00:05:04","","","","","","","0.000","","Blue","Σώμα Ερμή","",""
"7","","","","C","","00:00:05:05","00:00:05:12","00:00:00:07","00:00:05:05","00:00:05:12","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
"8","","","","C","","00:00:05:13","00:00:06:05","00:00:00:10","00:00:05:13","00:00:06:05","","","","","","","0.000","","Blue","Σώμα Ερμή","",""
"9","","","","C","","00:00:06:06","00:00:07:01","00:00:00:13","00:00:06:06","00:00:07:01","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
"10","","","","C","","00:00:07:04","00:00:07:09","00:00:00:05","00:00:07:04","00:00:07:09","","","","","","","0.000","","Blue","Σώμα Ερμή","",""
"11","","","","C","","00:00:07:10","00:00:08:01","00:00:00:09","00:00:07:10","00:00:08:01","","","","","","","0.000","","Blue","Ερμής αριστερό χέρι","",""
"12","","","","C","","00:00:08:03","00:00:08:16","00:00:00:13","00:00:08:03","00:00:08:16","","","","","","","0.000","","Blue","Σώμα Ερμή","",""
"13","","","","C","","00:00:08:17","00:00:09:05","00:00:00:06","00:00:08:17","00:00:09:05","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
"14","","","","C","","00:00:09:14","00:00:10:02","00:00:00:06","00:00:09:14","00:00:10:02","","","","","","","0.000","","Blue","Πανωφόρι","",""
"15","","","","C","","00:00:11:04","00:00:11:10","00:00:00:06","00:00:11:04","00:00:11:10","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
