"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:10:21","00:00:12:00","00:00:01:04","00:00:10:21","00:00:12:00","","","","","","","0.000","","Blue","Ερμής","",""
"2","","","","C","","00:00:15:03","00:00:15:24","00:00:00:21","00:00:15:03","00:00:15:24","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"3","","","","C","","00:00:16:09","00:00:17:16","00:00:01:07","00:00:16:09","00:00:17:16","","","","","","","0.000","","Blue","Ερμής","",""
"4","","","","C","","00:00:18:04","00:00:18:14","00:00:00:10","00:00:18:04","00:00:18:14","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"5","","","","C","","00:00:19:06","00:00:19:07","00:00:00:01","00:00:19:06","00:00:19:07","","","","","","","0.000","","Blue","Ερμής","",""
"6","","","","C","","00:00:19:09","00:00:20:01","00:00:00:17","00:00:19:09","00:00:20:01","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"7","","","","C","","00:00:25:19","00:00:26:12","00:00:00:18","00:00:25:19","00:00:26:12","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"8","","","","C","","00:00:28:23","00:00:33:06","00:00:04:08","00:00:28:23","00:00:33:06","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"9","","","","C","","00:00:34:05","00:00:34:19","00:00:00:14","00:00:34:05","00:00:34:19","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"10","","","","C","","00:00:34:23","00:00:36:21","00:00:01:23","00:00:34:23","00:00:36:21","","","","","","","0.000","","Blue","Ερμής","",""
"11","","","","C","","00:00:40:01","00:00:41:18","00:00:01:17","00:00:40:01","00:00:41:18","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"12","","","","C","","00:00:43:02","00:00:43:18","00:00:00:16","00:00:43:02","00:00:43:18","","","","","","","0.000","","Blue","Ερμής","",""
"13","","","","C","","00:00:43:20","00:00:44:16","00:00:00:21","00:00:43:20","00:00:44:16","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"14","","","","C","","00:00:45:04","00:00:45:07","00:00:00:03","00:00:45:04","00:00:45:07","","","","","","","0.000","","Blue","Ερμής","",""
"15","","","","C","","00:00:45:18","00:00:46:13","00:00:00:20","00:00:45:18","00:00:46:13","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"16","","","","C","","00:00:46:18","00:00:47:08","00:00:00:15","00:00:46:18","00:00:47:08","","","","","","","0.000","","Blue","Ερμής","",""
"17","","","","C","","00:00:49:03","00:00:50:08","00:00:01:05","00:00:49:03","00:00:50:08","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"18","","","","C","","00:00:50:21","00:00:51:04","00:00:00:08","00:00:50:21","00:00:51:04","","","","","","","0.000","","Blue","Marker 18","",""
"19","","","","C","","00:00:51:18","00:00:52:12","00:00:00:19","00:00:51:18","00:00:52:12","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"20","","","","C","","00:00:52:15","00:00:53:13","00:00:00:23","00:00:52:15","00:00:53:13","","","","","","","0.000","","Blue","Ερμής","",""
"21","","","","C","","00:00:54:02","00:00:54:21","00:00:00:19","00:00:54:02","00:00:54:21","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"22","","","","C","","00:00:55:20","00:00:55:23","00:00:00:03","00:00:55:20","00:00:55:23","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"23","","","","C","","00:00:56:01","00:00:56:11","00:00:00:10","00:00:56:01","00:00:56:11","","","","","","","0.000","","Blue","Ερμής","",""
"24","","","","C","","00:01:02:19","00:01:02:20","00:00:00:01","00:01:02:19","00:01:02:20","","","","","","","0.000","","Blue","Ερμής","",""
"25","","","","C","","00:01:03:01","00:01:03:12","00:00:00:11","00:01:03:01","00:01:03:12","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"26","","","","C","","00:01:03:21","00:01:04:13","00:00:00:17","00:01:03:21","00:01:04:13","","","","","","","0.000","","Blue","Ερμής","",""
"27","","","","C","","00:01:04:16","00:01:05:05","00:00:00:14","00:01:04:16","00:01:05:05","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"28","","","","C","","00:01:05:09","00:01:05:10","00:00:00:01","00:01:05:09","00:01:05:10","","","","","","","0.000","","Blue","Ερμής","",""
"29","","","","C","","00:01:06:23","00:01:07:15","00:00:00:17","00:01:06:23","00:01:07:15","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"30","","","","C","","00:01:07:22","00:01:08:09","00:00:00:12","00:01:07:22","00:01:08:09","","","","","","","0.000","","Blue","Ερμής","",""
"31","","","","C","","00:01:08:24","00:01:10:17","00:00:01:18","00:01:08:24","00:01:10:17","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"32","","","","C","","00:01:12:17","00:01:14:13","00:00:01:21","00:01:12:17","00:01:14:13","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"33","","","","C","","00:01:14:18","00:01:15:01","00:00:00:08","00:01:14:18","00:01:15:01","","","","","","","0.000","","Blue","Ερμής","",""
"34","","","","C","","00:01:15:17","00:01:16:02","00:00:00:10","00:01:15:17","00:01:16:02","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
