"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:00:06","00:00:02:00","00:00:01:12","00:00:00:06","00:00:02:00","","","","","","","0.000","","Blue","Ερμής","",""
"2","","","","C","","00:00:02:05","00:00:02:09","00:00:00:04","00:00:02:05","00:00:02:09","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"3","","","","C","","00:00:02:12","00:00:18:08","00:00:15:14","00:00:02:12","00:00:18:08","","","","","","","0.000","","Blue","Ερμής","",""
"4","","","","C","","00:00:18:10","00:00:19:00","00:00:00:08","00:00:18:10","00:00:19:00","","","","","","","0.000","","Blue","Ερμής αριστερό χέρι","",""
"5","","","","C","","00:00:19:02","00:00:20:04","00:00:01:02","00:00:19:02","00:00:20:04","","","","","","","0.000","","Blue","Ερμής","",""
"6","","","","C","","00:00:20:07","00:00:20:11","00:00:00:04","00:00:20:07","00:00:20:11","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"7","","","","C","","00:00:20:17","00:00:21:03","00:00:00:04","00:00:20:17","00:00:21:03","","","","","","","0.000","","Blue","Ερμής","",""
"8","","","","C","","00:00:21:05","00:00:21:10","00:00:00:05","00:00:21:05","00:00:21:10","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"9","","","","C","","00:00:21:13","00:00:25:06","00:00:03:11","00:00:21:13","00:00:25:06","","","","","","","0.000","","Blue","Ερμής","",""
"10","","","","C","","00:00:33:04","00:00:33:09","00:00:00:05","00:00:33:04","00:00:33:09","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"11","","","","C","","00:00:35:10","00:00:36:04","00:00:00:12","00:00:35:10","00:00:36:04","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"12","","","","C","","00:00:37:06","00:00:37:15","00:00:00:09","00:00:37:06","00:00:37:15","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"13","","","","C","","00:00:37:15","00:00:39:02","00:00:01:05","00:00:37:15","00:00:39:02","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
"14","","","","C","","00:00:39:06","00:00:39:09","00:00:00:03","00:00:39:06","00:00:39:09","","","","","","","0.000","","Blue","Ερμής","",""
"15","","","","C","","00:00:40:08","00:00:41:02","00:00:00:12","00:00:40:08","00:00:41:02","","","","","","","0.000","","Blue","Κορμός δέντρου","",""
"16","","","","C","","00:00:41:04","00:00:41:09","00:00:00:05","00:00:41:04","00:00:41:09","","","","","","","0.000","","Blue","Μικρός Διόνυσος","",""
