"#","Reel","Match","V","C","Dur","Source In","Source Out","Record Duration","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1","","","","C","","00:00:01:08","00:00:03:02","00:00:01:18","00:00:01:08","00:00:03:02","","","","","","","0.000","","Blue","Πανωφόρι","",""
"2","","","","C","","00:00:06:07","00:00:08:05","00:00:01:22","00:00:06:07","00:00:08:05","","","","","","","0.000","","Blue","Πανωφόρι","",""
"3","","","","C","","00:00:09:18","00:00:11:05","00:00:01:11","00:00:09:18","00:00:11:05","","","","","","","0.000","","Blue","Πανωφόρι","",""
"4","","","","C","","00:00:13:06","00:00:13:23","00:00:00:17","00:00:13:06","00:00:13:23","","","","","","","0.000","","Blue","Πανωφόρι","",""
"5","","","","C","","00:00:15:22","00:00:18:06","00:00:02:08","00:00:15:22","00:00:18:06","","","","","","","0.000","","Blue","Πανωφόρι","",""
"6","","","","C","","00:00:22:00","00:00:22:07","00:00:00:07","00:00:22:00","00:00:22:07","","","","","","","0.000","","Blue","Πανωφόρι","",""
"7","","","","C","","00:00:26:19","00:00:27:03","00:00:00:08","00:00:26:19","00:00:27:03","","","","","","","0.000","","Blue","Πανωφόρι","",""
"8","","","","C","","00:00:28:15","00:00:29:03","00:00:00:12","00:00:28:15","00:00:29:03","","","","","","","0.000","","Blue","Πανωφόρι","",""
"9","","","","C","","00:00:29:21","00:00:31:06","00:00:01:09","00:00:29:21","00:00:31:06","","","","","","","0.000","","Blue","Πανωφόρι","",""
"10","","","","C","","00:00:33:09","00:00:33:17","00:00:00:08","00:00:33:09","00:00:33:17","","","","","","","0.000","","Blue","Πανωφόρι","",""
"11","","","","C","","00:00:37:10","00:00:37:14","00:00:00:04","00:00:37:10","00:00:37:14","","","","","","","0.000","","Blue","Σώμα Ερμή","",""
"12","","","","C","","00:00:37:13","00:00:37:17","00:00:00:04","00:00:37:13","00:00:37:17","","","","","","","0.000","","Blue","Πανωφόρι","",""
"13","","","","C","","00:00:45:16","00:00:47:17","00:00:02:01","00:00:45:16","00:00:47:17","","","","","","","0.000","","Blue","Πανωφόρι","",""
"14","","","","C","","00:00:48:18","00:00:49:14","00:00:00:20","00:00:48:18","00:00:49:14","","","","","","","0.000","","Blue","Πανωφόρι","",""
"15","","","","C","","00:00:51:02","00:00:51:03","00:00:00:01","00:00:51:02","00:00:51:03","","","","","","","0.000","","Blue","Πανωφόρι","",""
"16","","","","C","","00:00:52:18","00:00:53:16","00:00:00:22","00:00:52:18","00:00:53:16","","","","","","","0.000","","Blue","Πανωφόρι","",""
"17","","","","C","","00:00:54:17","00:00:56:23","00:00:02:06","00:00:54:17","00:00:56:23","","","","","","","0.000","","Blue","Πανωφόρι","",""
